img_name,tnbc,CAF,firstorder_Mean,firstorder_StandardDeviation,firstorder_Skewness,firstorder_Kurtosis,firstorder_Entropy,firstorder_Minimum,firstorder_Maximum,firstorder_Median,firstorder_InterquartileRange,firstorder_Range,shape2D_MeshSurface,shape2D_PixelSurface,shape2D_Perimeter,shape2D_PerimeterSurfaceRatio,shape2D_Sphericity,shape2D_SphericalDisproportion,shape2D_MaximumDiameter,shape2D_MajorAxisLength,shape2D_MinorAxisLength,shape2D_Elongation,glcm_JointEnergy,glcm_Contrast,glcm_Correlation,glcm_SumSquares,glcm_SumAverage,glcm_JointEntropy,glcm_DifferenceVariance,glcm_DifferenceEntropy,glcm_DifferenceAverage,glcm_Imc1,glcm_Imc2,glcm_Autocorrelation,glcm_ClusterShade,glcm_ClusterProminence,glcm_MaximumProbability,glcm_InverseVariance
segment_381,1,0,63.95833333,33.36287753,-0.31491089,1.95818811,2.23267364,2,119,70.5,55,117,34,48,119.1959595,3.50576351,0.173413481,5.766564359,304.1134657,313.8989702,236.6378776,0.753866371,0.24696181,0.39583333,0.81172364,1.16124132,6.52083333,2.53656016,0.18663194,0.80222821,0.39583333,-0.55727343,0.92136013,11.625,-8.13534433,45.39626284,0.4375,0.39583333
segment_383,1,0,58.84090909,28.1028494,-0.26106212,2.04481953,2.04234151,5,104,59.5,44.5,99,26.5,44,116.9949494,4.41490375,0.155977069,6.411198815,287.0052264,337.8433091,230.6639485,0.68275423,0.5125,0.2,0.77272727,1.06375,4.15,1.29111436,0.12,0.4854753,0.2,-0.73453417,0.85481121,5.375,11.037,55.62185,0.675,0.2
segment_385,1,1,65.69230769,22.90577561,-1.0884854,3.84057912,1.57340245,8,99,69,18,91,8.5,13,33.45584412,3.93598166,0.308917423,3.237111042,243.2878953,317.8703497,45.4578605,0.143007552,0.625,0,1,0.1875,6.5,0.81127812,0,-3.20E-16,0,-1,0.8958831,10.75,0.75,1.3125,0.75,0
segment_386,1,1,65.8125,23.80446059,-0.57643439,2.17482627,1.70281953,13,91,73,38.75,78,9.5,16,42.76955262,4.50205817,0.255465364,3.914424967,259.6247292,233.643065,79.22818743,0.339099247,1,0,1,0,7,-3.20E-16,0,-3.20E-16,0,0,0,12.5,0,0,1,0
segment_387,1,1,67.24324324,19.90708879,-1.02665881,3.80520238,1.61209229,6,95,73,25,89,24,37,95.53910524,3.98079605,0.181773003,5.501366985,279.6086551,305.4830255,147.9106937,0.484186293,0.51,0.6,-0.3125,0.205,7.3,1.17838982,0.08,0.36096405,0.6,-0.56030832,0.66483155,13.25,-0.204,0.3496,0.6,0.6
segment_388,1,1,77.63461538,15.39608947,-0.95425126,4.10706719,1.38630562,31,105,78,19,74,34,52,133.8233765,3.93598166,0.154458711,6.474222084,277.4166542,286.1779718,133.2022856,0.465452616,0.38666667,0.28888889,0.34891905,0.26722222,5.53333333,1.63225506,0.18296296,0.79065017,0.28888889,-0.41205162,0.70557058,7.77777778,-0.34266667,1.4494,0.53333333,0.28888889
segment_39,1,1,52.91666667,31.19506282,-0.48273354,1.83284852,1.92873227,0,94,61.5,53.5,94,19,36,100.1665222,5.27192222,0.154262064,6.482475185,283.1324778,373.8711518,157.8300114,0.422150815,1,0,1,0,6,-3.20E-16,0,-3.20E-16,0,0,0,9,0,0,1,0
segment_390,1,0,64.7375,36.9021489,-0.46043919,1.85699453,2.26397743,0,120,70.5,63,120,50.5,80,208.8772004,4.13618219,0.120603409,8.291639596,315.1586902,371.6907609,273.2301836,0.735100821,0.38130144,0.17592593,0.88818903,1.66145833,5.25,1.74321031,0.11394033,0.4943757,0.17592593,-0.70434002,0.90263785,9.58333333,12.77430556,110.0720968,0.51851852,0.17592593
segment_391,1,0,55.82,30.90028479,-0.5210214,2.06898835,2.01258573,0,101,61.5,42.25,101,27.5,50,137.2792206,4.99197166,0.135414906,7.384711375,314.7697571,333.4199641,267.8125754,0.803228973,0.71875,0.25,0.88732394,0.36979167,4.75,0.91666667,0.0625,0.27042604,0.25,-0.18563818,0.3127432,7.41666667,0.65625,7.13151042,0.75,0.25
segment_392,1,0,81.03846154,38.03050136,-0.96852394,2.85810305,2.1646999,0,133,88.5,40.75,133,52,78,199.0782105,3.82842712,0.128405278,7.787841864,313.4613214,371.0556835,285.2163751,0.768661923,0.30179688,0.60416667,0.07638171,1.21186198,8.2625,2.10502239,0.15494792,0.63201274,0.60416667,-0.58636835,0.80539,18.2875,-4.27504297,68.67428123,0.38333333,0.60416667
segment_393,1,0,74.23636364,41.83124697,-0.50091758,1.9748492,2.36748537,0,140,87,66,140,32.5,55,147.2792206,4.53166833,0.13721612,7.28777347,306.040847,353.7386308,302.4139289,0.854907841,0.30078125,0.4375,0.77193904,1.35742188,7.0625,2.01531953,0.2421875,0.977217,0.4375,-0.84138408,0.96891463,14.125,-2.18554688,41.16760254,0.4375,0.4375
segment_394,1,0,80.62745098,39.53651119,-0.68236918,2.29014062,2.41479857,2,139,90,53,137,30,51,136.7939392,4.55979797,0.141938007,7.045329296,300.326489,315.2577839,266.7358659,0.846088121,0.34791667,0.68333333,0.07424072,0.93145833,8.05,1.6906427,0.11583333,0.51106874,0.68333333,-0.74312189,0.91405499,18.43333333,0.27975,21.93124375,0.4,0.68333333
segment_395,1,0,63.25287356,35.29391156,-0.60605368,2.04937497,2.07371246,0,121,77,49.5,121,67,87,207.137085,3.09159828,0.14008269,7.138640751,301.0415254,332.5140064,289.8691553,0.871750211,0.51550368,0.08441558,0.976202,1.16393488,4.68326118,1.54042744,0.07169562,0.35175692,0.08441558,-0.47676019,0.63786685,7.50649351,-7.08176123,55.61036787,0.61111111,0.08441558
segment_396,1,0,41.04545455,24.87144634,0.29448974,1.56563426,1.87788673,7,79,34,44.25,72,13.5,22,58.08326112,4.30246379,0.224243996,4.4594282,295.3320166,411.7734733,259.4309636,0.630033211,0.34,0.2,0.88764045,0.89,3.8,1.72192809,0.16,0.72192809,0.2,-0.73477327,0.9298735,4.4,1.824,13.6512,0.4,0.2
segment_398,1,0,50.46808511,22.64325654,-0.27253738,2.17117056,1.92088314,0,90,49,35.5,90,27,47,127.137085,4.70878093,0.144882044,6.902166565,309.1148654,353.9649341,235.3365729,0.664858437,0.35416667,0.75,-0.30508475,0.32986111,5.08333333,1.70914792,0.125,0.5,0.75,-0.58744326,0.76944148,6.41666667,0.2962963,1.29050926,0.41666667,0.75
segment_399,1,0,70.63157895,29.7071269,-0.63610399,1.84874903,2.04577175,11,107,85,52,96,37,57,147.137085,3.97667797,0.146549266,6.823643886,303.6083003,426.3986531,153.0365074,0.358904763,0.40097222,0.26666667,0.5632716,0.51611111,7.46666667,1.72769105,0.19111111,0.82011196,0.26666667,-0.42608946,0.63856917,14.50833333,-1.22362963,6.85908148,0.59166667,0.26666667
segment_4,1,0,73.48888889,54.31579358,-0.23938553,1.36857562,2.25270033,0,143,94,125,143,27.5,45,118.9949494,4.32708907,0.1562222,6.401138877,246.2884488,350.1435651,197.5119546,0.564088489,0.79166667,0.16666667,0.87878788,0.22916667,8.16666667,0.5,0.08333333,0.33333333,0.16666667,-0.33333333,0.32492955,21.66666667,0,1.6875,0.83333333,0.16666667
segment_402,1,0,54.50980392,35.94133158,0.00504276,1.48986338,2.09235912,3,113,53,67,110,35.5,51,127.6812409,3.59665467,0.165421523,6.045162591,290.2912331,313.3069788,202.6366105,0.646766986,0.17625,0.6,0.88047809,2.51,5.4,3.0516095,0.35,1.2192407,0.5,-0.48079995,0.92470438,9.5,1.908,113.2592,0.35,0.4125
segment_403,1,0,56.93506494,28.13803529,-0.60679192,2.13178505,1.93129858,0,96,68,40,96,58,77,185.4802307,3.19793501,0.145553047,6.870347415,293.2456308,321.6455953,187.5921561,0.583226255,0.1965812,0.15384615,0.93835616,1.24786325,5.33333333,2.44519309,0.13017751,0.61938219,0.15384615,-0.74410819,0.97202899,8.28205128,-4.23361823,40.58689459,0.25641026,0.15384615
segment_404,1,0,65.19298246,32.97656722,-0.67279197,2.47781705,2.15054927,0,126,79,35,126,34.5,57,151.2792206,4.38490495,0.137637001,7.265488151,279.7230774,389.4043909,183.7092125,0.471769751,0.46354167,0.58333333,0.61661055,0.93229167,7.41666667,1.71854635,0.22916667,0.77042604,0.41666667,-0.25130932,0.51904828,14.95833333,-6.78125,49.29817708,0.54166667,0.27083333
segment_405,1,0,63.48333333,31.43590923,-0.39789319,2.98407837,2.14334358,1,148,68.5,36.75,147,34.5,60,162.2497834,4.70289227,0.128330638,7.792371442,284.0158446,352.9100904,247.1067995,0.700197603,0.76822917,0.125,0.90419162,0.21744792,5.20833333,0.70833333,0.078125,0.31814467,0.125,-0.15025351,0.28079638,8.45833333,-1.76953125,7.50236003,0.83333333,0.125
segment_406,1,0,67.04225352,33.75322066,-0.81733408,2.4402312,1.99491463,0,121,79,40.5,121,42.5,71,189.2203461,4.45224344,0.122132589,8.187822807,300.1349696,373.7969592,254.8594828,0.681812616,0.64098765,0.1,0.79166667,0.69580247,6.35555556,0.9532473,0.06,0.24273765,0.1,-0.25514266,0.29660831,12.80555556,-2.84532785,38.77671587,0.68333333,0.1
segment_407,1,0,71.03571429,38.40555715,-0.73608723,2.0811418,2.17839068,0,114,88.5,56.75,114,50.5,84,223.5046174,4.42583401,0.112710434,8.87229306,314.2292157,408.244666,229.4321101,0.56199659,0.65570934,0.05882353,0.98608838,1.05709343,7.94117647,1.02152885,0.05190311,0.26127969,0.05882353,-0.36571643,0.47570985,16.79411765,-15.70405048,110.4399732,0.73529412,0.05882353
segment_408,1,0,55.58333333,34.4007227,0.08723667,1.90714022,1.78415913,2,117,46.5,50.5,115,8,12,30.627417,3.82842712,0.327370509,3.054642895,290.9467305,414.6269218,94.19403243,0.227177801,1,0,1,0,6,-3.20E-16,0,-3.20E-16,0,0,0,10,0,0,1,0
segment_409,1,0,62.92857143,29.52593118,-0.02975801,1.9494004,2.20988864,14,110,54.5,40.5,96,10.5,14,33.79898987,3.21895142,0.339856719,2.942416447,47.63402146,49.24982967,24.34960487,0.494409931,0.12244898,0.57142857,0.74074074,1.10204082,5.14285714,3.09306921,0.24489796,0.98522814,0.57142857,-0.42125136,0.898927,7.42857143,-1.50437318,28.24656393,0.14285714,0.57142857
segment_41,1,0,66.59770115,32.61459365,-0.48056647,2.31168183,2.25077432,0,120,70,49,120,61,87,217.0782105,3.55865919,0.127542116,7.840547374,249.8019215,308.3822182,248.7767575,0.806715637,0.30428324,0.5982906,0.14391076,0.66609443,7.49287749,2.08540526,0.19636204,0.63652003,0.54700855,-0.65533808,0.89943287,14.54415954,-1.30523333,20.22737857,0.35470085,0.50213675
segment_410,1,0,58.05555556,21.06727906,0.30128284,2.05466916,1.77207725,23,94,51,25.75,71,11.5,18,46.76955262,4.06691762,0.257034037,3.89053533,238.9497855,165.9320721,119.410814,0.719636731,0.26,0.6,-0.03448276,0.29,4.2,2.12192809,0.24,0.97095059,0.6,-0.16565921,0.5642393,4.4,-0.144,0.5792,0.4,0.6
segment_411,1,0,50.66666667,27.36583434,0.6935291,2.48674612,2.01259512,15,110,46,40,95,15,21,51.9411255,3.4627417,0.264325587,3.78321301,257.2566812,230.5806183,90.24892642,0.391398579,0.4691358,0.55555556,0.71608833,0.97839506,4.55555556,1.66883889,0.44444444,0.98642673,0.33333333,-0.69127405,0.91020111,5.88888889,8.12071331,48.64014632,0.66666667,0.13888889
segment_412,1,0,48.55172414,31.19083222,0.53958819,2.19088834,2.06365126,2,111,42,51,109,21,29,71.254834,3.39308733,0.227981836,4.386314356,248.2196608,203.970308,123.4335352,0.605154429,0.58680556,0.16666667,0.9628483,1.12152778,6.41666667,1.39624063,0.11111111,0.45914792,0.16666667,-0.26994168,0.467223,11.95833333,11.0787037,80.99884259,0.625,0.16666667
segment_415,0,0,102.5405405,40.51843842,-0.57147271,2.30309624,2.59375369,9,165,112,57.5,156,66.5,111,295.7300141,4.44706788,0.097750807,10.23009459,218.2842184,215.6119804,178.636753,0.82851033,0.22480867,0.25,0.91017415,2.62547832,9.33928571,2.4009653,0.18622449,0.54745716,0.17857143,-0.754975,0.95873066,24.9375,13.30416363,193.2892,0.33035714,0.11607143
segment_416,0,0,91.71232877,34.33895486,-1.2620422,3.8453574,2.18129059,2,139,100,30,137,42,73,197.3624817,4.69910671,0.116403216,8.590827928,234.1644721,274.026686,145.4446914,0.530768348,0.43722222,0.33333333,0.86363636,0.69111111,9.53333333,1.6534453,0.11111111,0.45914792,0.33333333,-0.87092837,0.92502836,23.43333333,-1.65303704,20.70263704,0.56666667,0.33333333
segment_417,0,0,99.12371134,33.41098583,-0.84293314,3.1634022,2.36418886,8,155,108,45,147,61,97,253.646753,4.15814349,0.109154223,9.161349628,219.6724835,210.0719936,136.0821823,0.647788313,0.48448129,0.19444444,0.89507552,0.67166241,6.20238095,1.63816593,0.13657407,0.57652465,0.19444444,-0.43861908,0.6292196,12.8015873,0.01697643,25.91611984,0.55952381,0.19444444
segment_418,0,0,98.91666667,31.83723798,-0.91061339,3.17234402,2.21637713,7,148,112.5,49.75,141,38,60,156.4507935,4.11712614,0.13967509,7.15947274,203.2978111,185.7515998,116.0976641,0.625015689,0.24389015,0.38095238,0.80240811,1.01518015,9.26984127,2.39052558,0.23356009,0.95176199,0.38095238,-0.652205,0.94858894,22.48412698,-2.7664719,24.5777053,0.38095238,0.38095238
segment_419,0,0,93.37837838,23.30682692,-1.16322742,4.98166834,1.90260651,15,135,97.5,24.75,120,49.5,74,188.5929291,3.80995816,0.132245872,7.561672681,173.6577093,162.8399842,92.66759265,0.569071491,0.33901249,0.30698529,0.63068368,0.42133096,9.25919118,1.77410197,0.17818718,0.72277535,0.30698529,-0.57944172,0.73575099,21.71139706,-0.01049094,3.26084835,0.43198529,0.30698529
segment_420,0,0,77.32894737,24.4300226,-0.69146886,3.6891129,2.0046013,4,137,83.5,30.75,133,51.5,76,192.0071427,3.72829403,0.132492459,7.547599347,194.3116054,189.3183094,104.327175,0.55106754,0.18315521,1.20512821,0.36579153,0.83970837,7.30769231,2.60159018,0.24556213,0.98707887,0.87179487,-0.42919122,0.84927336,13.60622711,-0.57793094,7.5811119,0.22985348,0.58012821
segment_422,0,0,39.96153846,30.29277747,0.62743869,2.15795927,2.05156413,0,100,30,44.5,100,14.5,26,71.05382387,4.90026372,0.189977198,5.263789604,311.2699793,402.429272,150.5398,0.374077659,1,0,1,0,3,-3.20E-16,0,-3.20E-16,0,0,0,2.5,0,0,1,0
segment_423,0,0,57,24.41667285,-0.103763,2.07184753,1.89731726,8,95,59,38.5,87,15.5,23,58.42640687,3.7694456,0.238869996,4.186377597,303.726851,381.2370114,105.7253141,0.277321747,1,0,1,0,7,-3.20E-16,0,-3.20E-16,0,0,0,12.5,0,0,1,0
segment_424,0,0,57.52,33.47252007,-0.5718918,1.84128715,1.80410745,0,94,63,53,94,14,25,68.22539674,4.87324262,0.194411916,5.143717636,315.5724956,422.7549491,202.1935236,0.478275947,1,0,1,0,8,-3.20E-16,0,-3.20E-16,0,0,0,16,0,0,1,0
segment_425,0,0,64.6,28.62586243,-0.62965473,2.38588314,1.94761883,1,103,73,47,102,20.5,35,94.02438662,4.58655544,0.170703079,5.858125162,313.3384751,384.8920403,224.6747593,0.583734491,0.6875,0.625,0.33333333,0.234375,6.375,0.75,0.3125,0.5,0.375,-0.07553282,0.23312202,10.625,0,0.265625,0.75,0.15625
segment_427,0,0,47.73770492,22.63241665,-0.45091693,2.83248217,1.83094726,1,96,52,20,95,35.5,61,164.2497834,4.62675446,0.128592104,7.776527227,269.7572983,294.0144787,193.5566187,0.658323425,0.734375,0.0625,0.93548387,0.37109375,5.3125,0.63719874,0.046875,0.20281953,0.0625,-0.38515809,0.43901404,7.5625,-1.0078125,7.53613281,0.78125,0.0625
segment_43,1,0,56.96923077,33.03982177,-0.23653171,1.6945858,2.1363523,0,108,63,60,108,41,65,169.764502,4.14059761,0.133705717,7.479111768,264.2139285,298.8179377,174.6838039,0.584582724,0.25704082,0.24285714,0.922469,1.58989796,5.61428571,2.34130234,0.18204082,0.79252433,0.24285714,-0.63812003,0.94200861,9.35714286,-7.17173178,56.84150337,0.39285714,0.24285714
segment_430,0,0,58.8630137,25.67303103,-0.58589081,2.38315578,1.97803686,1,103,65,40,102,47,73,189.0782105,4.02294065,0.128532329,7.780143768,282.0638226,257.6816795,150.2359103,0.583029072,0.41724537,0.29166667,0.8053443,0.89496528,5.20833333,1.71489897,0.20486111,0.86478698,0.29166667,-0.70460624,0.88603138,8.33333333,3.14525463,27.62319155,0.61111111,0.29166667
segment_431,0,0,60.16923077,28.07110161,-0.47592678,2.72913381,2.07562129,0,112,64,37,112,39.5,65,172.2497834,4.36075401,0.129343556,7.73134769,275.7462602,286.1112103,219.7095349,0.767916555,0.52025463,0.16666667,0.82795699,0.578125,6.25,1.37159566,0.08333333,0.33333333,0.16666667,-0.40075627,0.54777706,10.58333333,1.61458333,15.26692708,0.58333333,0.16666667
segment_432,0,0,48.125,18.9806645,-0.9312063,3.30640051,1.58757954,1,77,53,20.75,76,45,64,159.4802307,3.54400513,0.149109163,6.706495947,268.3616962,301.8535339,192.4921334,0.637700447,0.40683655,0.40151515,0.29601321,0.42789486,4.98030303,1.47825516,0.10514233,0.44091169,0.40151515,-0.68059132,0.78765666,6.45454545,-0.80689284,5.23931222,0.48257576,0.40151515
segment_433,1,0,81.21875,41.67413345,-0.2195901,2.11810724,2.68477973,1,155,87.5,66.75,154,44,64,161.137085,3.66220648,0.145927038,6.852739654,191.2302277,155.4743825,131.4727484,0.845623223,0.30395062,0.66666667,0.27578615,1.96600823,8.54814815,2.21819779,0.23045267,0.71423009,0.59259259,-0.79932436,0.96008651,20.65925926,3.35143301,157.4261543,0.4037037,0.52777778
segment_434,1,0,76.23287671,31.08517708,-0.90487609,3.16707866,2.0786009,2,122,85,37,120,49,73,185.764502,3.79111229,0.133579633,7.486171215,206.5260274,224.6273964,119.8255545,0.533441407,0.24100818,0.19805195,0.91584281,1.18929731,6.96428571,2.39256226,0.15856384,0.71681685,0.19805195,-0.62510266,0.9413348,13.48376623,-6.87026239,91.1317195,0.3961039,0.19805195
segment_435,1,0,63.63829787,31.38974323,-0.81719817,2.48486452,2.04067941,0,106,73,38.25,106,61,94,242.6761902,3.9782982,0.114088713,8.765108952,268.0167905,250.7104375,202.9592913,0.809536665,0.62818878,0.125,0.96389971,0.96779337,6.80357143,1.19348282,0.09311224,0.40317896,0.125,-0.28417792,0.45406322,12.69642857,-5.93877551,66.02176827,0.71428571,0.125
segment_436,1,0,56.46666667,29.57536512,-0.19260177,2.19398763,2.16457278,0,110,56,45,110,48.5,75,193.9066376,3.998075,0.127316041,7.854469803,232.5725693,246.1950946,174.4988352,0.708782746,0.23935276,0.26495726,0.88328313,1.12773029,5.44444444,2.4672902,0.19292863,0.82734807,0.26495726,-0.61258397,0.94047152,8.48290598,2.15532341,33.83563716,0.41452991,0.26495726
segment_437,1,0,79.28846154,28.88527475,0.42936016,2.22413048,2.14819947,31,142,73,46.75,111,34.5,52,132.9949494,3.85492607,0.156559466,6.387349332,213.3775996,209.0537102,118.7135012,0.56786125,0.25714286,0.41428571,0.57592713,0.82102041,3.82857143,2.26987377,0.24244898,0.97808937,0.41428571,-0.31869796,0.70362198,4.27857143,8.54337026,52.51787322,0.39285714,0.41428571
segment_438,1,0,78.42553191,28.91862735,-0.64592959,3.20512357,2.20724848,7,127,77,32.5,120,33,47,117.1959595,3.55139271,0.173759782,5.755071678,197.8812775,194.5192908,107.8692105,0.554542483,0.21497288,0.32386364,0.82435073,1.22712745,7.01704545,2.49503534,0.21636105,0.89989247,0.32386364,-0.63181963,0.94122369,13.68181818,0.91177774,56.59111397,0.36931818,0.32386364
segment_439,1,1,110.8880597,37.75898834,-1.2973743,3.96691483,2.21303502,4,160,122,35.75,156,89,134,341.9726548,3.84238938,0.097793177,10.22566226,365.016438,363.5977109,190.305877,0.523396796,0.3069894,0.39955357,0.51919197,1.69498864,10.03794643,2.02243201,0.22973135,0.9397897,0.39955357,-0.49985668,0.78646154,27.75223214,-1.43860148,113.4128953,0.44196429,0.39955357
segment_44,1,0,65.09375,36.78557749,-0.44224562,1.81801045,2.26063809,0,116,75,59.75,116,39,64,169.4213562,4.34413734,0.130667951,7.652985993,271.3116289,313.7250036,241.3990332,0.769460612,0.31915509,0.09722222,0.96900685,2.00332755,6.09722222,1.88970347,0.08275463,0.39786229,0.09722222,-0.79716005,0.94854027,11.76388889,-12.99040316,136.218747,0.44444444,0.09722222
segment_440,1,1,97.0994152,39.00707013,-1.03937502,3.17848466,2.34907256,2,164,111,45,162,114.5,171,435.6122651,3.80447393,0.087077826,11.48397991,359.7360143,356.5077446,187.700705,0.526498254,0.29491012,0.53030303,0.41337434,1.96907841,9.56313131,2.19214105,0.18158224,0.71235469,0.51641414,-0.67878639,0.92828057,25.64520202,-20.10327628,174.7603321,0.40340909,0.50426136
segment_441,1,1,100.5277778,36.94952973,-1.16487295,3.29463804,2.25788668,4,148,115.5,45,144,69.5,108,279.7888886,4.0257394,0.105625036,9.467452369,356.0505582,327.8656804,199.0565184,0.607128255,0.31929834,0.41737892,0.77256984,2.22910579,9.63105413,2.05319661,0.21195242,0.88706422,0.41737892,-0.58862542,0.82955667,25.54700855,-26.47354656,224.9590039,0.45014245,0.41737892
segment_442,1,1,93.89830508,35.86353368,-1.15452082,3.26037539,2.19404258,1,139,109.5,46,138,73,118,310.5584412,4.25422522,0.097526586,10.25361428,347.213191,358.7071923,156.7088212,0.436871143,0.50082647,0.18323587,0.94733359,1.06116982,8.1208577,1.63419571,0.1136988,0.49217894,0.18323587,-0.41002313,0.62292912,18.0331384,-11.5291148,80.27232744,0.61988304,0.18323587
segment_443,1,1,96.08450704,38.83288373,-1.06546788,2.77155842,2.21421695,4,139,114,59,135,49.5,71,177.6223664,3.58833063,0.140413828,7.121805688,330.5525677,366.9077041,125.430673,0.341858924,0.32015306,0.25,0.92853078,2.10395408,9.53571429,2.08291876,0.18622449,0.80635791,0.25,-0.55774459,0.88793029,24.75,-38.54081633,303.5470767,0.46428571,0.25
segment_444,1,1,108.4,34.48013921,-0.92895261,3.14565188,2.21391525,5,151,121,49.5,146,30.5,50,132.3086579,4.33798878,0.147967586,6.758236916,302.729252,276.6636617,132.2256341,0.47792917,0.29962963,0.64444444,-0.04324028,0.76333333,10.06666667,2.01340798,0.15407407,0.62974881,0.64444444,-0.55869506,0.80799543,27.01111111,4.952,40.41528889,0.35555556,0.64444444
segment_445,1,1,133.0909091,38.48188368,-1.27199682,3.6564865,2.24960095,35,177,149.5,37.25,142,25,44,119.4802307,4.77920923,0.148347039,6.740950162,331.1027031,325.8262396,159.5297494,0.489616028,0.328125,1.375,0.44303797,3.7421875,7.125,1.875,0.59375,0.75,0.625,-0.61221301,0.8188489,15.75,-0.703125,316.9160156,0.375,0.26388889
segment_446,1,0,64.25274725,31.12703267,-0.22859412,2.44984945,2.33223165,0,129,63,44.5,129,57.5,91,237.5046174,4.13051508,0.113179246,8.835542147,287.139339,286.5889261,193.0299888,0.673543083,0.14308642,0.41111111,0.82079711,1.18919753,5.61111111,3.03503266,0.22123457,0.9138584,0.41111111,-0.45037869,0.90427916,9.07777778,3.18628258,33.85752172,0.21666667,0.41111111
segment_447,1,0,68.35714286,31.74625694,-0.62956478,2.38925084,2.22376087,2,117,77,46.5,115,54.5,84,216.8772004,3.97939817,0.120667214,8.287255245,302.887768,320.6843842,214.7170624,0.669558834,0.22980442,0.3452381,0.89945652,1.62585034,6.28571429,2.4943928,0.20209751,0.85123328,0.3452381,-0.74630697,0.97028333,11.35119048,-8.8287172,73.65857976,0.36309524,0.3452381
segment_45,1,0,58.92631579,37.56236697,-0.29440466,1.6333781,2.23628673,0,128,67,70.5,128,59,95,249.646753,4.2313009,0.109069925,9.16843022,275.0890765,296.5262894,225.5361674,0.760594172,0.34429327,0.41798942,0.50754885,1.56131897,5.87301587,1.87921503,0.28802385,0.81654376,0.32275132,-0.58388627,0.79969832,10.84656085,9.33691466,90.34960163,0.50529101,0.23941799
segment_450,1,0,63.16326531,27.94115313,-0.44165022,3.05283297,2.14894168,1,125,68,34,124,31,49,127.8233765,4.12333473,0.154410025,6.476263438,171.8167629,217.8148226,113.9782528,0.523280516,0.44875,0.65833333,-0.22294372,0.33270833,6.975,1.28064494,0.10805556,0.44989668,0.65833333,-0.77885809,0.81763606,12.16666667,0.527,1.675425,0.51666667,0.65833333
segment_451,1,0,75.10169492,26.87049602,-1.08963985,3.83178747,1.99305215,0,109,77,35.5,109,40,59,149.4802307,3.73700577,0.149986154,6.667282114,191.2694435,256.9799611,117.4477848,0.457030907,0.64875,0.175,0.77235772,0.1921875,8.375,1.05080475,0.14375,0.44209186,0.125,-0.19713829,0.40116515,17.675,-0.271875,1.92851563,0.7,0.08125
segment_452,1,0,105.5067568,40.93939103,-0.95834438,3.24085772,2.53225048,0,172,115,45.25,172,96,148,382.156421,3.98079605,0.090886502,11.00273397,326.2407087,364.25247,214.2762105,0.58826289,0.19517619,0.60037879,0.77028466,2.00739999,10.61174242,2.59296588,0.34726527,1.08949659,0.47537879,-0.50796457,0.86681762,29.93181818,-9.68826327,119.4537276,0.27462121,0.36600379
segment_453,1,0,95.2866242,34.43133127,-1.01035894,3.30712196,2.23090569,2,149,107,44,147,101.5,157,404.1980515,3.98224681,0.088357565,11.31765009,331.7257904,385.1528771,205.3885908,0.533265108,0.47926003,0.14784946,0.86847161,0.53131171,10.51182796,1.60721759,0.10342236,0.43552687,0.14784946,-0.44057458,0.63593443,28.46854839,-1.98821621,18.96158596,0.56370968,0.14784946
segment_454,1,0,84.63909774,33.19895332,-0.72255948,2.88014847,2.27874149,3,141,90,44,138,78.5,133,356.2985566,4.53883512,0.088150686,11.34421118,367.4615626,381.939339,236.5472727,0.619332047,0.30770046,0.57342657,0.23550862,0.96981923,8.03729604,2.13832638,0.17976429,0.60805137,0.52214452,-0.68370611,0.9226939,17.17715618,-8.63926049,82.22085795,0.41608392,0.47727273
segment_455,1,0,82.6875,30.38787879,-1.06249632,3.53112804,2.10351988,1,131,90.5,37.75,130,54,96,261.5878785,4.84421997,0.099582769,10.04189795,337.1483353,402.4489604,180.2696888,0.447931804,0.50390625,0.25,0.82144522,0.5390625,8.75,1.375,0.15625,0.65563906,0.25,-0.54255345,0.68628063,19.71875,-0.421875,6.58789062,0.625,0.25
segment_456,1,0,99.50704225,37.16422376,-1.11111311,3.15853574,2.27137218,2,150,115,43,148,44,71,186.7350647,4.24397874,0.125923096,7.941354922,365.8865945,421.0699125,150.0550592,0.35636614,0.43454431,0.60984848,-0.04225089,1.01020145,9.71590909,1.38966425,0.084309,0.37384334,0.60984848,-0.80190447,0.90541885,24.45075758,-10.17533809,67.78766641,0.50757576,0.60984848
segment_457,1,0,63.72727273,20.98956844,0.531146,2.94242747,1.80570422,30,120,65,35.25,90,23.5,44,121.9655121,5.19002179,0.140897024,7.097381996,190.5413341,249.760623,114.3053175,0.457659483,1,0,1,0,2,-3.20E-16,0,-3.20E-16,0,0,0,1,0,0,1,0
segment_458,1,0,84.3968254,28.72228253,-0.7126179,3.28982888,2.23065454,14,146,89,34.5,132,46.5,63,153.3380951,3.29759344,0.157645415,6.343349718,205.4288198,207.1057245,107.9170755,0.521072393,0.30974885,0.19565217,0.92588614,1.04772675,8.6552795,2.16063951,0.14933837,0.4988134,0.15217391,-0.77018827,0.95473255,19.68012422,-6.86148692,50.39749616,0.45962733,0.11413043
